{'target': {'mean': array([-0.5029429], dtype=float32), 'std': array([0.6241994], dtype=float32), 'min': array([-5.971551], dtype=float32), 'max': array([4.968335], dtype=float32)}, 'input': {'mean': array([-0.39840025], dtype=float32), 'std': array([0.2741448], dtype=float32), 'min': array([-0.5], dtype=float32), 'max': array([0.5], dtype=float32)}}
Dataset: 60000, 45000
initialize network with normal
===> Epoch[21](30/704): MSE-pixel: 0.3376
===> Epoch[21](60/704): MSE-pixel: 0.3190
===> Epoch[21](90/704): MSE-pixel: 0.3142
===> Epoch[21](120/704): MSE-pixel: 0.3108
===> Epoch[21](150/704): MSE-pixel: 0.3263
===> Epoch[21](180/704): MSE-pixel: 0.3256
===> Epoch[21](210/704): MSE-pixel: 0.3216
===> Epoch[21](240/704): MSE-pixel: 0.3294
===> Epoch[21](270/704): MSE-pixel: 0.3137
===> Epoch[21](300/704): MSE-pixel: 0.3186
===> Epoch[21](330/704): MSE-pixel: 0.3152
===> Epoch[21](360/704): MSE-pixel: 0.3181
===> Epoch[21](390/704): MSE-pixel: 0.3307
===> Epoch[21](420/704): MSE-pixel: 0.3283
===> Epoch[21](450/704): MSE-pixel: 0.3078
===> Epoch[21](480/704): MSE-pixel: 0.3176
===> Epoch[21](510/704): MSE-pixel: 0.3198
===> Epoch[21](540/704): MSE-pixel: 0.3163
===> Epoch[21](570/704): MSE-pixel: 0.3178
===> Epoch[21](600/704): MSE-pixel: 0.3255
===> Epoch[21](630/704): MSE-pixel: 0.3175
===> Epoch[21](660/704): MSE-pixel: 0.3082
===> Epoch[21](690/704): MSE-pixel: 0.3061
learning rate = 0.0100000
Saving
===> Epoch[22](0/704): MSE-pixel: 0.3260
===> Epoch[22](30/704): MSE-pixel: 0.3212
===> Epoch[22](60/704): MSE-pixel: 0.3112
===> Epoch[22](90/704): MSE-pixel: 0.3310
===> Epoch[22](120/704): MSE-pixel: 0.3164
===> Epoch[22](150/704): MSE-pixel: 0.3174
===> Epoch[22](180/704): MSE-pixel: 0.3037
===> Epoch[22](210/704): MSE-pixel: 0.3349
===> Epoch[22](240/704): MSE-pixel: 0.3067
===> Epoch[22](270/704): MSE-pixel: 0.3134
===> Epoch[22](300/704): MSE-pixel: 0.3206
===> Epoch[22](330/704): MSE-pixel: 0.3204
===> Epoch[22](360/704): MSE-pixel: 0.3086
===> Epoch[22](390/704): MSE-pixel: 0.3302
===> Epoch[22](420/704): MSE-pixel: 0.3161
===> Epoch[22](450/704): MSE-pixel: 0.3045
===> Epoch[22](480/704): MSE-pixel: 0.3195
===> Epoch[22](510/704): MSE-pixel: 0.3218
===> Epoch[22](540/704): MSE-pixel: 0.3289
===> Epoch[22](570/704): MSE-pixel: 0.3233
===> Epoch[22](600/704): MSE-pixel: 0.3151
===> Epoch[22](630/704): MSE-pixel: 0.3200
===> Epoch[22](660/704): MSE-pixel: 0.3189
===> Epoch[22](690/704): MSE-pixel: 0.3247
learning rate = 0.0100000
===> Epoch[23](0/704): MSE-pixel: 0.3181
===> Epoch[23](30/704): MSE-pixel: 0.3173
===> Epoch[23](60/704): MSE-pixel: 0.3201
===> Epoch[23](90/704): MSE-pixel: 0.3182
===> Epoch[23](120/704): MSE-pixel: 0.3245
===> Epoch[23](150/704): MSE-pixel: 0.3183
===> Epoch[23](180/704): MSE-pixel: 0.3136
===> Epoch[23](210/704): MSE-pixel: 0.3149
===> Epoch[23](240/704): MSE-pixel: 0.3225
===> Epoch[23](270/704): MSE-pixel: 0.3175
===> Epoch[23](300/704): MSE-pixel: 0.3208
===> Epoch[23](330/704): MSE-pixel: 0.3298
===> Epoch[23](360/704): MSE-pixel: 0.3063
===> Epoch[23](390/704): MSE-pixel: 0.3222
===> Epoch[23](420/704): MSE-pixel: 0.3063
===> Epoch[23](450/704): MSE-pixel: 0.3069
===> Epoch[23](480/704): MSE-pixel: 0.3218
===> Epoch[23](510/704): MSE-pixel: 0.3276
===> Epoch[23](540/704): MSE-pixel: 0.3167
===> Epoch[23](570/704): MSE-pixel: 0.3229
===> Epoch[23](600/704): MSE-pixel: 0.3064
===> Epoch[23](630/704): MSE-pixel: 0.2982
===> Epoch[23](660/704): MSE-pixel: 0.3250
===> Epoch[23](690/704): MSE-pixel: 0.3212
learning rate = 0.0100000
===> Epoch[24](0/704): MSE-pixel: 0.3256
===> Epoch[24](30/704): MSE-pixel: 0.3102
===> Epoch[24](60/704): MSE-pixel: 0.3094
===> Epoch[24](90/704): MSE-pixel: 0.3249
===> Epoch[24](120/704): MSE-pixel: 0.3080
===> Epoch[24](150/704): MSE-pixel: 0.3157
===> Epoch[24](180/704): MSE-pixel: 0.3087
===> Epoch[24](210/704): MSE-pixel: 0.3095
===> Epoch[24](240/704): MSE-pixel: 0.3126
===> Epoch[24](270/704): MSE-pixel: 0.3053
===> Epoch[24](300/704): MSE-pixel: 0.3210
===> Epoch[24](330/704): MSE-pixel: 0.3292
===> Epoch[24](360/704): MSE-pixel: 0.3137
===> Epoch[24](390/704): MSE-pixel: 0.2880
===> Epoch[24](420/704): MSE-pixel: 0.3263
===> Epoch[24](450/704): MSE-pixel: 0.3286
===> Epoch[24](480/704): MSE-pixel: 0.3137
===> Epoch[24](510/704): MSE-pixel: 0.3086
===> Epoch[24](540/704): MSE-pixel: 0.3124
===> Epoch[24](570/704): MSE-pixel: 0.3166
===> Epoch[24](600/704): MSE-pixel: 0.3126
===> Epoch[24](630/704): MSE-pixel: 0.3263
===> Epoch[24](660/704): MSE-pixel: 0.3068
===> Epoch[24](690/704): MSE-pixel: 0.3362
learning rate = 0.0100000
===> Epoch[25](0/704): MSE-pixel: 0.3121
===> Epoch[25](30/704): MSE-pixel: 0.3167
===> Epoch[25](60/704): MSE-pixel: 0.3103
===> Epoch[25](90/704): MSE-pixel: 0.3211
===> Epoch[25](120/704): MSE-pixel: 0.3211
===> Epoch[25](150/704): MSE-pixel: 0.3178
===> Epoch[25](180/704): MSE-pixel: 0.3095
===> Epoch[25](210/704): MSE-pixel: 0.3233
===> Epoch[25](240/704): MSE-pixel: 0.3070
===> Epoch[25](270/704): MSE-pixel: 0.3156
===> Epoch[25](300/704): MSE-pixel: 0.3121
===> Epoch[25](330/704): MSE-pixel: 0.3080
===> Epoch[25](360/704): MSE-pixel: 0.3041
===> Epoch[25](390/704): MSE-pixel: 0.3155
===> Epoch[25](420/704): MSE-pixel: 0.3061
===> Epoch[25](450/704): MSE-pixel: 0.3092
===> Epoch[25](480/704): MSE-pixel: 0.3140
===> Epoch[25](510/704): MSE-pixel: 0.3088
===> Epoch[25](540/704): MSE-pixel: 0.3007
===> Epoch[25](570/704): MSE-pixel: 0.3114
===> Epoch[25](600/704): MSE-pixel: 0.3086
===> Epoch[25](630/704): MSE-pixel: 0.3084
===> Epoch[25](660/704): MSE-pixel: 0.3203
===> Epoch[25](690/704): MSE-pixel: 0.3230
learning rate = 0.0100000
===> Epoch[26](0/704): MSE-pixel: 0.3213
===> Epoch[26](30/704): MSE-pixel: 0.2957
===> Epoch[26](60/704): MSE-pixel: 0.3172
===> Epoch[26](90/704): MSE-pixel: 0.3043
===> Epoch[26](120/704): MSE-pixel: 0.3171
===> Epoch[26](150/704): MSE-pixel: 0.3162
===> Epoch[26](180/704): MSE-pixel: 0.3253
===> Epoch[26](210/704): MSE-pixel: 0.3026
===> Epoch[26](240/704): MSE-pixel: 0.3173
===> Epoch[26](270/704): MSE-pixel: 0.3087
===> Epoch[26](300/704): MSE-pixel: 0.3176
===> Epoch[26](330/704): MSE-pixel: 0.3068
===> Epoch[26](360/704): MSE-pixel: 0.3048
===> Epoch[26](390/704): MSE-pixel: 0.3290
===> Epoch[26](420/704): MSE-pixel: 0.3013
===> Epoch[26](450/704): MSE-pixel: 0.3098
===> Epoch[26](480/704): MSE-pixel: 0.3152
===> Epoch[26](510/704): MSE-pixel: 0.3143
===> Epoch[26](540/704): MSE-pixel: 0.3324
===> Epoch[26](570/704): MSE-pixel: 0.3141
===> Epoch[26](600/704): MSE-pixel: 0.3138
===> Epoch[26](630/704): MSE-pixel: 0.3442
===> Epoch[26](660/704): MSE-pixel: 0.3200
===> Epoch[26](690/704): MSE-pixel: 0.3037
learning rate = 0.0100000
===> Epoch[27](0/704): MSE-pixel: 0.3230
===> Epoch[27](30/704): MSE-pixel: 0.3141
===> Epoch[27](60/704): MSE-pixel: 0.3152
===> Epoch[27](90/704): MSE-pixel: 0.3129
===> Epoch[27](120/704): MSE-pixel: 0.3196
===> Epoch[27](150/704): MSE-pixel: 0.3056
===> Epoch[27](180/704): MSE-pixel: 0.3244
===> Epoch[27](210/704): MSE-pixel: 0.3093
===> Epoch[27](240/704): MSE-pixel: 0.3168
===> Epoch[27](270/704): MSE-pixel: 0.2906
===> Epoch[27](300/704): MSE-pixel: 0.3226
===> Epoch[27](330/704): MSE-pixel: 0.3169
===> Epoch[27](360/704): MSE-pixel: 0.3200
===> Epoch[27](390/704): MSE-pixel: 0.3196
===> Epoch[27](420/704): MSE-pixel: 0.3150
===> Epoch[27](450/704): MSE-pixel: 0.3216
===> Epoch[27](480/704): MSE-pixel: 0.3236
===> Epoch[27](510/704): MSE-pixel: 0.3087
===> Epoch[27](540/704): MSE-pixel: 0.3154
===> Epoch[27](570/704): MSE-pixel: 0.3230
===> Epoch[27](600/704): MSE-pixel: 0.3258
===> Epoch[27](630/704): MSE-pixel: 0.3139
===> Epoch[27](660/704): MSE-pixel: 0.3082
===> Epoch[27](690/704): MSE-pixel: 0.3223
learning rate = 0.0100000
===> Epoch[28](0/704): MSE-pixel: 0.3218
===> Epoch[28](30/704): MSE-pixel: 0.3213
===> Epoch[28](60/704): MSE-pixel: 0.3129
===> Epoch[28](90/704): MSE-pixel: 0.3237
===> Epoch[28](120/704): MSE-pixel: 0.3020
===> Epoch[28](150/704): MSE-pixel: 0.3121
===> Epoch[28](180/704): MSE-pixel: 0.3080
===> Epoch[28](210/704): MSE-pixel: 0.3173
===> Epoch[28](240/704): MSE-pixel: 0.3055
===> Epoch[28](270/704): MSE-pixel: 0.3104
===> Epoch[28](300/704): MSE-pixel: 0.2974
===> Epoch[28](330/704): MSE-pixel: 0.3293
===> Epoch[28](360/704): MSE-pixel: 0.3155
===> Epoch[28](390/704): MSE-pixel: 0.3209
===> Epoch[28](420/704): MSE-pixel: 0.3153
===> Epoch[28](450/704): MSE-pixel: 0.3245
===> Epoch[28](480/704): MSE-pixel: 0.3055
===> Epoch[28](510/704): MSE-pixel: 0.3102
===> Epoch[28](540/704): MSE-pixel: 0.3040
===> Epoch[28](570/704): MSE-pixel: 0.2954
===> Epoch[28](600/704): MSE-pixel: 0.3328
===> Epoch[28](630/704): MSE-pixel: 0.3189
===> Epoch[28](660/704): MSE-pixel: 0.3051
===> Epoch[28](690/704): MSE-pixel: 0.3094
learning rate = 0.0100000
===> Epoch[29](0/704): MSE-pixel: 0.3219
===> Epoch[29](30/704): MSE-pixel: 0.3145
===> Epoch[29](60/704): MSE-pixel: 0.3259
===> Epoch[29](90/704): MSE-pixel: 0.3024
===> Epoch[29](120/704): MSE-pixel: 0.3249
===> Epoch[29](150/704): MSE-pixel: 0.3239
===> Epoch[29](180/704): MSE-pixel: 0.3050
===> Epoch[29](210/704): MSE-pixel: 0.3275
===> Epoch[29](240/704): MSE-pixel: 0.3182
===> Epoch[29](270/704): MSE-pixel: 0.3125
===> Epoch[29](300/704): MSE-pixel: 0.3248
===> Epoch[29](330/704): MSE-pixel: 0.3165
===> Epoch[29](360/704): MSE-pixel: 0.3057
===> Epoch[29](390/704): MSE-pixel: 0.3221
===> Epoch[29](420/704): MSE-pixel: 0.3180
===> Epoch[29](450/704): MSE-pixel: 0.3175
===> Epoch[29](480/704): MSE-pixel: 0.3223
===> Epoch[29](510/704): MSE-pixel: 0.3143
===> Epoch[29](540/704): MSE-pixel: 0.3009
===> Epoch[29](570/704): MSE-pixel: 0.3141
===> Epoch[29](600/704): MSE-pixel: 0.3150
===> Epoch[29](630/704): MSE-pixel: 0.3162
===> Epoch[29](660/704): MSE-pixel: 0.3157
===> Epoch[29](690/704): MSE-pixel: 0.3238
learning rate = 0.0100000
===> Epoch[30](0/704): MSE-pixel: 0.3248
===> Epoch[30](30/704): MSE-pixel: 0.3126
===> Epoch[30](60/704): MSE-pixel: 0.3164
===> Epoch[30](90/704): MSE-pixel: 0.3103
===> Epoch[30](120/704): MSE-pixel: 0.3177
===> Epoch[30](150/704): MSE-pixel: 0.3184
===> Epoch[30](180/704): MSE-pixel: 0.3079
===> Epoch[30](210/704): MSE-pixel: 0.3151
===> Epoch[30](240/704): MSE-pixel: 0.3077
===> Epoch[30](270/704): MSE-pixel: 0.3199
===> Epoch[30](300/704): MSE-pixel: 0.3251
===> Epoch[30](330/704): MSE-pixel: 0.3076
===> Epoch[30](360/704): MSE-pixel: 0.3287
===> Epoch[30](390/704): MSE-pixel: 0.3249
===> Epoch[30](420/704): MSE-pixel: 0.3143
===> Epoch[30](450/704): MSE-pixel: 0.3155
===> Epoch[30](480/704): MSE-pixel: 0.3311
===> Epoch[30](510/704): MSE-pixel: 0.3066
===> Epoch[30](540/704): MSE-pixel: 0.3178
===> Epoch[30](570/704): MSE-pixel: 0.3037
===> Epoch[30](600/704): MSE-pixel: 0.3301
===> Epoch[30](630/704): MSE-pixel: 0.3158
===> Epoch[30](660/704): MSE-pixel: 0.3195
===> Epoch[30](690/704): MSE-pixel: 0.3206
learning rate = 0.0100000
===> Epoch[31](0/704): MSE-pixel: 0.3008
===> Epoch[31](30/704): MSE-pixel: 0.3044
===> Epoch[31](60/704): MSE-pixel: 0.3026
===> Epoch[31](90/704): MSE-pixel: 0.3344
===> Epoch[31](120/704): MSE-pixel: 0.3023
===> Epoch[31](150/704): MSE-pixel: 0.3229
===> Epoch[31](180/704): MSE-pixel: 0.3178
===> Epoch[31](210/704): MSE-pixel: 0.3152
===> Epoch[31](240/704): MSE-pixel: 0.3084
===> Epoch[31](270/704): MSE-pixel: 0.3169
===> Epoch[31](300/704): MSE-pixel: 0.3106
===> Epoch[31](330/704): MSE-pixel: 0.3144
===> Epoch[31](360/704): MSE-pixel: 0.3218
===> Epoch[31](390/704): MSE-pixel: 0.3077
===> Epoch[31](420/704): MSE-pixel: 0.3080
===> Epoch[31](450/704): MSE-pixel: 0.3258
===> Epoch[31](480/704): MSE-pixel: 0.3383
===> Epoch[31](510/704): MSE-pixel: 0.3118
===> Epoch[31](540/704): MSE-pixel: 0.3191
===> Epoch[31](570/704): MSE-pixel: 0.3238
===> Epoch[31](600/704): MSE-pixel: 0.3185
===> Epoch[31](630/704): MSE-pixel: 0.2982
===> Epoch[31](660/704): MSE-pixel: 0.3161
===> Epoch[31](690/704): MSE-pixel: 0.2992
learning rate = 0.0100000
Saving
===> Epoch[32](0/704): MSE-pixel: 0.3137
===> Epoch[32](30/704): MSE-pixel: 0.3163
===> Epoch[32](60/704): MSE-pixel: 0.3221
===> Epoch[32](90/704): MSE-pixel: 0.2998
===> Epoch[32](120/704): MSE-pixel: 0.2995
===> Epoch[32](150/704): MSE-pixel: 0.2984
===> Epoch[32](180/704): MSE-pixel: 0.3200
===> Epoch[32](210/704): MSE-pixel: 0.3260
===> Epoch[32](240/704): MSE-pixel: 0.3134
===> Epoch[32](270/704): MSE-pixel: 0.2938
===> Epoch[32](300/704): MSE-pixel: 0.3228
===> Epoch[32](330/704): MSE-pixel: 0.3141
===> Epoch[32](360/704): MSE-pixel: 0.3173
===> Epoch[32](390/704): MSE-pixel: 0.3203
===> Epoch[32](420/704): MSE-pixel: 0.3253
===> Epoch[32](450/704): MSE-pixel: 0.3192
===> Epoch[32](480/704): MSE-pixel: 0.2991
===> Epoch[32](510/704): MSE-pixel: 0.3136
===> Epoch[32](540/704): MSE-pixel: 0.3065
===> Epoch[32](570/704): MSE-pixel: 0.2925
===> Epoch[32](600/704): MSE-pixel: 0.3167
===> Epoch[32](630/704): MSE-pixel: 0.3124
===> Epoch[32](660/704): MSE-pixel: 0.3348
===> Epoch[32](690/704): MSE-pixel: 0.3046
learning rate = 0.0100000
===> Epoch[33](0/704): MSE-pixel: 0.3077
===> Epoch[33](30/704): MSE-pixel: 0.2920
===> Epoch[33](60/704): MSE-pixel: 0.3131
===> Epoch[33](90/704): MSE-pixel: 0.3066
===> Epoch[33](120/704): MSE-pixel: 0.3128
===> Epoch[33](150/704): MSE-pixel: 0.2987
===> Epoch[33](180/704): MSE-pixel: 0.3096
===> Epoch[33](210/704): MSE-pixel: 0.3126
===> Epoch[33](240/704): MSE-pixel: 0.3064
===> Epoch[33](270/704): MSE-pixel: 0.3079
===> Epoch[33](300/704): MSE-pixel: 0.3163
===> Epoch[33](330/704): MSE-pixel: 0.3065
===> Epoch[33](360/704): MSE-pixel: 0.3097
===> Epoch[33](390/704): MSE-pixel: 0.3264
===> Epoch[33](420/704): MSE-pixel: 0.3182
===> Epoch[33](450/704): MSE-pixel: 0.3089
===> Epoch[33](480/704): MSE-pixel: 0.3160
===> Epoch[33](510/704): MSE-pixel: 0.3221
===> Epoch[33](540/704): MSE-pixel: 0.3155
===> Epoch[33](570/704): MSE-pixel: 0.2987
===> Epoch[33](600/704): MSE-pixel: 0.3189
===> Epoch[33](630/704): MSE-pixel: 0.3007
===> Epoch[33](660/704): MSE-pixel: 0.3145
===> Epoch[33](690/704): MSE-pixel: 0.3151
learning rate = 0.0100000
===> Epoch[34](0/704): MSE-pixel: 0.3131
===> Epoch[34](30/704): MSE-pixel: 0.3181
===> Epoch[34](60/704): MSE-pixel: 0.3050
===> Epoch[34](90/704): MSE-pixel: 0.3027
===> Epoch[34](120/704): MSE-pixel: 0.3085
===> Epoch[34](150/704): MSE-pixel: 0.3071
===> Epoch[34](180/704): MSE-pixel: 0.3061
===> Epoch[34](210/704): MSE-pixel: 0.3039
===> Epoch[34](240/704): MSE-pixel: 0.3070
===> Epoch[34](270/704): MSE-pixel: 0.3027
===> Epoch[34](300/704): MSE-pixel: 0.3046
===> Epoch[34](330/704): MSE-pixel: 0.3098
===> Epoch[34](360/704): MSE-pixel: 0.2961
===> Epoch[34](390/704): MSE-pixel: 0.3143
===> Epoch[34](420/704): MSE-pixel: 0.3132
===> Epoch[34](450/704): MSE-pixel: 0.3163
===> Epoch[34](480/704): MSE-pixel: 0.3160
===> Epoch[34](510/704): MSE-pixel: 0.3040
===> Epoch[34](540/704): MSE-pixel: 0.3110
===> Epoch[34](570/704): MSE-pixel: 0.3340
===> Epoch[34](600/704): MSE-pixel: 0.3179
===> Epoch[34](630/704): MSE-pixel: 0.3183
===> Epoch[34](660/704): MSE-pixel: 0.3067
===> Epoch[34](690/704): MSE-pixel: 0.3154
learning rate = 0.0100000
===> Epoch[35](0/704): MSE-pixel: 0.2974
===> Epoch[35](30/704): MSE-pixel: 0.2965
===> Epoch[35](60/704): MSE-pixel: 0.2977
===> Epoch[35](90/704): MSE-pixel: 0.3181
===> Epoch[35](120/704): MSE-pixel: 0.3106
===> Epoch[35](150/704): MSE-pixel: 0.3284
===> Epoch[35](180/704): MSE-pixel: 0.2952
===> Epoch[35](210/704): MSE-pixel: 0.3065
===> Epoch[35](240/704): MSE-pixel: 0.3132
===> Epoch[35](270/704): MSE-pixel: 0.3022
===> Epoch[35](300/704): MSE-pixel: 0.3136
===> Epoch[35](330/704): MSE-pixel: 0.3255
===> Epoch[35](360/704): MSE-pixel: 0.2994
===> Epoch[35](390/704): MSE-pixel: 0.3129
===> Epoch[35](420/704): MSE-pixel: 0.3062
===> Epoch[35](450/704): MSE-pixel: 0.3094
===> Epoch[35](480/704): MSE-pixel: 0.3028
===> Epoch[35](510/704): MSE-pixel: 0.3096
===> Epoch[35](540/704): MSE-pixel: 0.3143
===> Epoch[35](570/704): MSE-pixel: 0.3080
===> Epoch[35](600/704): MSE-pixel: 0.3207
===> Epoch[35](630/704): MSE-pixel: 0.3133
===> Epoch[35](660/704): MSE-pixel: 0.3103
===> Epoch[35](690/704): MSE-pixel: 0.3057
learning rate = 0.0100000
===> Epoch[36](0/704): MSE-pixel: 0.3268
===> Epoch[36](30/704): MSE-pixel: 0.3059
===> Epoch[36](60/704): MSE-pixel: 0.2964
===> Epoch[36](90/704): MSE-pixel: 0.3219
===> Epoch[36](120/704): MSE-pixel: 0.3174
===> Epoch[36](150/704): MSE-pixel: 0.3150
===> Epoch[36](180/704): MSE-pixel: 0.3117
===> Epoch[36](210/704): MSE-pixel: 0.3140
===> Epoch[36](240/704): MSE-pixel: 0.2921
===> Epoch[36](270/704): MSE-pixel: 0.2957
===> Epoch[36](300/704): MSE-pixel: 0.3087
===> Epoch[36](330/704): MSE-pixel: 0.3128
===> Epoch[36](360/704): MSE-pixel: 0.3012
===> Epoch[36](390/704): MSE-pixel: 0.2937
===> Epoch[36](420/704): MSE-pixel: 0.3052
===> Epoch[36](450/704): MSE-pixel: 0.3136
===> Epoch[36](480/704): MSE-pixel: 0.3155
===> Epoch[36](510/704): MSE-pixel: 0.3189
===> Epoch[36](540/704): MSE-pixel: 0.3019
===> Epoch[36](570/704): MSE-pixel: 0.3058
===> Epoch[36](600/704): MSE-pixel: 0.2954
===> Epoch[36](630/704): MSE-pixel: 0.3139
===> Epoch[36](660/704): MSE-pixel: 0.3273
===> Epoch[36](690/704): MSE-pixel: 0.3171
learning rate = 0.0100000
===> Epoch[37](0/704): MSE-pixel: 0.3147
===> Epoch[37](30/704): MSE-pixel: 0.3159
===> Epoch[37](60/704): MSE-pixel: 0.3120
===> Epoch[37](90/704): MSE-pixel: 0.2949
===> Epoch[37](120/704): MSE-pixel: 0.3204
===> Epoch[37](150/704): MSE-pixel: 0.3044
===> Epoch[37](180/704): MSE-pixel: 0.3015
===> Epoch[37](210/704): MSE-pixel: 0.2993
===> Epoch[37](240/704): MSE-pixel: 0.3105
===> Epoch[37](270/704): MSE-pixel: 0.3131
===> Epoch[37](300/704): MSE-pixel: 0.3080
===> Epoch[37](330/704): MSE-pixel: 0.3101
===> Epoch[37](360/704): MSE-pixel: 0.3098
===> Epoch[37](390/704): MSE-pixel: 0.2869
===> Epoch[37](420/704): MSE-pixel: 0.3087
===> Epoch[37](450/704): MSE-pixel: 0.3092
===> Epoch[37](480/704): MSE-pixel: 0.3202
===> Epoch[37](510/704): MSE-pixel: 0.3175
===> Epoch[37](540/704): MSE-pixel: 0.3169
===> Epoch[37](570/704): MSE-pixel: 0.3211
===> Epoch[37](600/704): MSE-pixel: 0.2920
===> Epoch[37](630/704): MSE-pixel: 0.2875
===> Epoch[37](660/704): MSE-pixel: 0.3286
===> Epoch[37](690/704): MSE-pixel: 0.2902
learning rate = 0.0100000
===> Epoch[38](0/704): MSE-pixel: 0.3080
===> Epoch[38](30/704): MSE-pixel: 0.3004
===> Epoch[38](60/704): MSE-pixel: 0.3148
===> Epoch[38](90/704): MSE-pixel: 0.3028
===> Epoch[38](120/704): MSE-pixel: 0.2991
===> Epoch[38](150/704): MSE-pixel: 0.3028
===> Epoch[38](180/704): MSE-pixel: 0.3060
===> Epoch[38](210/704): MSE-pixel: 0.3162
===> Epoch[38](240/704): MSE-pixel: 0.3032
===> Epoch[38](270/704): MSE-pixel: 0.3029
===> Epoch[38](300/704): MSE-pixel: 0.3035
===> Epoch[38](330/704): MSE-pixel: 0.3051
===> Epoch[38](360/704): MSE-pixel: 0.3001
===> Epoch[38](390/704): MSE-pixel: 0.3106
===> Epoch[38](420/704): MSE-pixel: 0.2982
===> Epoch[38](450/704): MSE-pixel: 0.3088
===> Epoch[38](480/704): MSE-pixel: 0.2966
===> Epoch[38](510/704): MSE-pixel: 0.3108
===> Epoch[38](540/704): MSE-pixel: 0.3029
===> Epoch[38](570/704): MSE-pixel: 0.3302
===> Epoch[38](600/704): MSE-pixel: 0.2989
===> Epoch[38](630/704): MSE-pixel: 0.3003
===> Epoch[38](660/704): MSE-pixel: 0.3276
===> Epoch[38](690/704): MSE-pixel: 0.3032
learning rate = 0.0100000
===> Epoch[39](0/704): MSE-pixel: 0.2982
===> Epoch[39](30/704): MSE-pixel: 0.2900
===> Epoch[39](60/704): MSE-pixel: 0.2982
===> Epoch[39](90/704): MSE-pixel: 0.2987
===> Epoch[39](120/704): MSE-pixel: 0.3035
===> Epoch[39](150/704): MSE-pixel: 0.3202
===> Epoch[39](180/704): MSE-pixel: 0.3171
===> Epoch[39](210/704): MSE-pixel: 0.2943
===> Epoch[39](240/704): MSE-pixel: 0.3053
===> Epoch[39](270/704): MSE-pixel: 0.3264
===> Epoch[39](300/704): MSE-pixel: 0.3007
===> Epoch[39](330/704): MSE-pixel: 0.3013
===> Epoch[39](360/704): MSE-pixel: 0.3182
===> Epoch[39](390/704): MSE-pixel: 0.3211
===> Epoch[39](420/704): MSE-pixel: 0.3135
===> Epoch[39](450/704): MSE-pixel: 0.3059
===> Epoch[39](480/704): MSE-pixel: 0.3167
===> Epoch[39](510/704): MSE-pixel: 0.3138
===> Epoch[39](540/704): MSE-pixel: 0.3208
===> Epoch[39](570/704): MSE-pixel: 0.3135
===> Epoch[39](600/704): MSE-pixel: 0.3073
===> Epoch[39](630/704): MSE-pixel: 0.3024
===> Epoch[39](660/704): MSE-pixel: 0.3062
===> Epoch[39](690/704): MSE-pixel: 0.3080
learning rate = 0.0100000
===> Epoch[40](0/704): MSE-pixel: 0.3094
===> Epoch[40](30/704): MSE-pixel: 0.3144
===> Epoch[40](60/704): MSE-pixel: 0.3032
===> Epoch[40](90/704): MSE-pixel: 0.3075
===> Epoch[40](120/704): MSE-pixel: 0.3031
===> Epoch[40](150/704): MSE-pixel: 0.3105
===> Epoch[40](180/704): MSE-pixel: 0.3088
===> Epoch[40](210/704): MSE-pixel: 0.3357
===> Epoch[40](240/704): MSE-pixel: 0.3073
===> Epoch[40](270/704): MSE-pixel: 0.3037
===> Epoch[40](300/704): MSE-pixel: 0.3174
===> Epoch[40](330/704): MSE-pixel: 0.3192
===> Epoch[40](360/704): MSE-pixel: 0.3162
===> Epoch[40](390/704): MSE-pixel: 0.3037
===> Epoch[40](420/704): MSE-pixel: 0.3140
===> Epoch[40](450/704): MSE-pixel: 0.3056
===> Epoch[40](480/704): MSE-pixel: 0.2963
===> Epoch[40](510/704): MSE-pixel: 0.3053
===> Epoch[40](540/704): MSE-pixel: 0.3100
===> Epoch[40](570/704): MSE-pixel: 0.2999
===> Epoch[40](600/704): MSE-pixel: 0.3188
===> Epoch[40](630/704): MSE-pixel: 0.3069
===> Epoch[40](660/704): MSE-pixel: 0.3038
===> Epoch[40](690/704): MSE-pixel: 0.3146
learning rate = 0.0100000
===> Epoch[41](0/704): MSE-pixel: 0.2996
===> Epoch[41](30/704): MSE-pixel: 0.2984
===> Epoch[41](60/704): MSE-pixel: 0.2940
===> Epoch[41](90/704): MSE-pixel: 0.2973
===> Epoch[41](120/704): MSE-pixel: 0.3162
===> Epoch[41](150/704): MSE-pixel: 0.3153
===> Epoch[41](180/704): MSE-pixel: 0.2960
===> Epoch[41](210/704): MSE-pixel: 0.3181
===> Epoch[41](240/704): MSE-pixel: 0.3049
===> Epoch[41](270/704): MSE-pixel: 0.3189
===> Epoch[41](300/704): MSE-pixel: 0.3064
===> Epoch[41](330/704): MSE-pixel: 0.3061
===> Epoch[41](360/704): MSE-pixel: 0.2893
===> Epoch[41](390/704): MSE-pixel: 0.2954
===> Epoch[41](420/704): MSE-pixel: 0.3051
===> Epoch[41](450/704): MSE-pixel: 0.3144
===> Epoch[41](480/704): MSE-pixel: 0.3167
===> Epoch[41](510/704): MSE-pixel: 0.3074
===> Epoch[41](540/704): MSE-pixel: 0.2923
===> Epoch[41](570/704): MSE-pixel: 0.2917
===> Epoch[41](600/704): MSE-pixel: 0.2959
===> Epoch[41](630/704): MSE-pixel: 0.3077
===> Epoch[41](660/704): MSE-pixel: 0.3094
